GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ALF001,ALF002,ALF003,ALF004,ALF005,ALF006,ALF007,ALF008,ALF009,ALF010,ALF011,ALF012,ALF013,ALF014,ALF015,ALF016,ALF017,ALF018,ALF019,ALF020,ALF021,ALF022,ALF023,ALF024,ALF025,ALF026,ALF027,ALF028,ALF029,ALF030,ALF031,ALF032,ALF033,ALF034,ALF035,ALF036,ALF037,ALF038,ALF039,ALF040,ALF041,ALF042,ALF043,ALF044,ALF045,ALF046,ALF047,ALF048,ALF049,ALF050,ALF051,ALF052,ALF053,ALF054,ALF055,ALF056,ALF057,ALF058,ALF059,ALF060,ALF061,ALF062,ALF063,ALF064,ALF065,ALF066,ALF067,ALF068,ALF069,ALF070,ALF071,ALF072,ALF073,ALF074,ALF075,ALF076,ALF077
G1800590,1870,Indiana,180,Hancock,590,Hancock,10991,,,,,,,,,10991,,,546,,,,,,,,,,,,,45,,1270,,262,,,,,,560,,,,,,,,,,,,,,,,,,,0,,8,,,,20,12,297,0,2,,183,,,0,,,8,,0,12,
G1800610,1870,Indiana,180,Harrison,610,Harrison,15778,,,,,,,,,15778,,,1343,,,,,,,,,,,,,32,,154,,248,,,,,,555,,,,,,,,,,,,,,,,,,,3,,9,,,,38,208,913,15,1,,40,,,2,,,2,,2,19,
G1800630,1870,Indiana,180,Hendricks,630,Hendricks,13454,,,,,,,,,13454,,,2326,,,,,,,,,,,,,95,,864,,163,,,,,,541,,,,,,,,,,,,,,,,,,,0,,6,,,,54,2,59,0,0,,343,,,0,,,15,,27,5,
G1800650,1870,Indiana,180,Henry,650,Henry,15214,,,,,,,,,15214,,,350,,,,,,,,,,,,,164,,1973,,911,,,,,,1428,,,,,,,,,,,,,,,,,,,1,,9,,,,94,6,88,3,0,,220,,,0,,,15,,12,5,
G1800670,1870,Indiana,180,Howard,670,Howard,10736,,,,,,,,,10736,,,431,,,,,,,,,,,,,93,,2455,,423,,,,,,390,,,,,,,,,,,,,,,,,,,0,,19,,,,26,7,112,0,0,,116,,,0,,,3,,3,13,
G1800690,1870,Indiana,180,Huntington,690,Huntington,10474,,,,,,,,,10474,,,158,,,,,,,,,,,,,311,,4637,,1150,,,,,,292,,,,,,,,,,,,,,,,,,,4,,36,,,,51,67,882,0,6,,133,,,0,,,20,,1,76,
G1800710,1870,Indiana,180,Jackson,710,Jackson,13896,,,,,,,,,13896,,,906,,,,,,,,,,,,,125,,1161,,176,,,,,,149,,,,,,,,,,,,,,,,,,,0,,14,,,,23,45,1262,45,8,,146,,,0,,,10,,0,38,
G1800730,1870,Indiana,180,Jasper,730,Jasper,3784,,,,,,,,,3784,,,120,,,,,,,,,,,,,156,,1061,,256,,,,,,139,,,,,,,,,,,,,,,,,,,0,,22,,,,58,9,136,0,0,,80,,,0,,,5,,0,5,
G1800750,1870,Indiana,180,Jay,750,Jay,8313,,,,,,,,,8313,,,62,,,,,,,,,,,,,118,,4429,,506,,,,,,492,,,,,,,,,,,,,,,,,,,0,,8,,,,12,63,308,16,1,,57,,,0,,,4,,0,28,
G1800770,1870,Indiana,180,Jefferson,770,Jefferson,20716,,,,,,,,,20716,,,2254,,,,,,,,,,,,,288,,1288,,440,,,,,,347,,,,,,,,,,,,,,,,,,,0,,21,,,,296,169,1692,0,1,,972,,,31,,,299,,1,89,
G1800790,1870,Indiana,180,Jennings,790,Jennings,10998,,,,,,,,,10998,,,928,,,,,,,,,,,,,277,,1234,,339,,,,,,218,,,,,,,,,,,,,,,,,,,0,,29,,,,85,115,757,0,9,,521,,,5,,,14,,0,36,
G1800810,1870,Indiana,180,Johnson,810,Johnson,12512,,,,,,,,,12512,,,2646,,,,,,,,,,,,,127,,873,,266,,,,,,421,,,,,,,,,,,,,,,,,,,0,,21,,,,46,13,151,0,2,,222,,,0,,,17,,1,3,
G1800830,1870,Indiana,180,Knox,830,Knox,15482,,,,,,,,,15482,,,809,,,,,,,,,,,,,200,,676,,232,,,,,,401,,,,,,,,,,,,,,,,,,,11,,46,,,,109,161,1447,0,8,,256,,,7,,,15,,0,30,
G1800850,1870,Indiana,180,Kosciusko,850,Kosciusko,12458,,,,,,,,,12458,,,64,,,,,,,,,,,,,468,,6611,,1854,,,,,,599,,,,,,,,,,,,,,,,,,,0,,66,,,,108,30,305,0,7,,132,,,0,,,24,,3,44,
G1800870,1870,Indiana,180,Lagrange,870,Lagrange,6264,,,,,,,,,6264,,,9,,,,,,,,,,,,,1107,,3317,,1579,,,,,,105,,,,,,,,,,,,,,,,,,,0,,89,,,,195,24,246,0,0,,75,,,0,,,9,,5,49,
G1800890,1870,Indiana,180,Lake,890,Lake,5431,,,,,,,,,5431,,,20,,,,,,,,,,,,,795,,772,,348,,,,,,47,,,,,,,,,,,,,,,,,,,0,,194,,,,190,68,2432,0,76,,269,,,0,,,15,,224,27,
G1800910,1870,Indiana,180,LaPorte,910,Laporte,12646,,,,,,,,,12646,,,135,,,,,,,,,,,,,2229,,1710,,1092,,,,,,420,,,,,,,,,,,,,,,,,,,3,,315,,,,429,72,4274,0,18,,666,,,162,,,92,,438,78,
G1800930,1870,Indiana,180,Lawrence,930,Lawrence,11123,,,,,,,,,11123,,,1298,,,,,,,,,,,,,81,,268,,113,,,,,,279,,,,,,,,,,,,,,,,,,,5,,8,,,,23,21,76,0,0,,89,,,0,,,4,,1,5,
G1800950,1870,Indiana,180,Madison,950,Madison,15890,,,,,,,,,15890,,,339,,,,,,,,,,,,,146,,2501,,693,,,,,,946,,,,,,,,,,,,,,,,,,,0,,36,,,,52,13,132,17,21,,333,,,0,,,8,,7,8,
G1800970,1870,Indiana,180,Marion,970,Marion,36106,,,,,,,,,36106,,,5083,,,,,,,,,,,,,1857,,7070,,2492,,,,,,1213,,,,,,,,,,,,,,,,,,,6,,346,,,,814,295,6536,38,32,,3760,,,34,,,277,,66,243,
G1800990,1870,Indiana,180,Marshall,990,Marshall,11564,,,,,,,,,11564,,,174,,,,,,,,,,,,,552,,4317,,1084,,,,,,303,,,,,,,,,,,,,,,,,,,0,,81,,,,59,108,744,1,11,,215,,,0,,,5,,24,97,
G1801010,1870,Indiana,180,Martin,1010,Martin,8175,,,,,,,,,8175,,,729,,,,,,,,,,,,,47,,1093,,147,,,,,,146,,,,,,,,,,,,,,,,,,,0,,3,,,,27,10,55,0,0,,150,,,0,,,2,,1,7,
G1801030,1870,Indiana,180,Miami,1030,Miami,12152,,,,,,,,,12152,,,222,,,,,,,,,,,,,354,,4419,,1211,,,,,,574,,,,,,,,,,,,,,,,,,,0,,41,,,,70,31,602,0,2,,266,,,0,,,15,,11,57,
G1801050,1870,Indiana,180,Monroe,1050,Monroe,10270,,,,,,,,,10270,,,1230,,,,,,,,,,,,,83,,473,,142,,,,,,418,,,,,,,,,,,,,,,,,,,0,,9,,,,50,9,97,0,0,,184,,,1,,,18,,0,3,
G1801070,1870,Indiana,180,Montgomery,1070,Montgomery,16178,,,,,,,,,16178,,,1780,,,,,,,,,,,,,198,,2460,,401,,,,,,729,,,,,,,,,,,,,,,,,,,0,,28,,,,34,11,101,30,3,,626,,,1,,,24,,25,2,
G1801090,1870,Indiana,180,Morgan,1090,Morgan,12819,,,,,,,,,12819,,,1181,,,,,,,,,,,,,75,,588,,132,,,,,,324,,,,,,,,,,,,,,,,,,,0,,6,,,,22,6,159,0,0,,116,,,1,,,9,,1,5,
G1801110,1870,Indiana,180,Newton,1110,Newton,3028,,,,,,,,,3028,,,106,,,,,,,,,,,,,314,,772,,245,,,,,,113,,,,,,,,,,,,,,,,,,,0,,112,,,,71,7,126,0,5,,87,,,3,,,5,,19,0,
G1801130,1870,Indiana,180,Noble,1130,Noble,9439,,,,,,,,,9439,,,30,,,,,,,,,,,,,936,,5695,,1673,,,,,,244,,,,,,,,,,,,,,,,,,,0,,78,,,,128,47,944,0,3,,140,,,53,,,19,,12,67,
G1801150,1870,Indiana,180,Ohio,1150,Ohio,4374,,,,,,,,,4374,,,358,,,,,,,,,,,,,84,,232,,144,,,,,,76,,,,,,,,,,,,,,,,,,,0,,5,,,,12,1,326,48,0,,55,,,0,,,4,,0,1,
G1801170,1870,Indiana,180,Orange,1170,Orange,10977,,,,,,,,,10977,,,1151,,,,,,,,,,,,,31,,119,,65,,,,,,152,,,,,,,,,,,,,,,,,,,0,,4,,,,23,6,31,0,0,,30,,,0,,,3,,0,1,
G1801190,1870,Indiana,180,Owen,1190,Owen,11256,,,,,,,,,11256,,,776,,,,,,,,,,,,,53,,1993,,516,,,,,,264,,,,,,,,,,,,,,,,,,,0,,10,,,,34,7,226,0,1,,67,,,0,,,18,,0,15,
G1801210,1870,Indiana,180,Parke,1210,Parke,12847,,,,,,,,,12847,,,1262,,,,,,,,,,,,,147,,1169,,242,,,,,,660,,,,,,,,,,,,,,,,,,,0,,31,,,,73,7,30,0,0,,111,,,0,,,14,,0,5,
G1801230,1870,Indiana,180,Perry,1230,Perry,9249,,,,,,,,,9249,,,1248,,,,,,,,,,,,,103,,638,,161,,,,,,97,,,,,,,,,,,,,,,,,,,213,,13,,,,156,162,1310,0,15,,302,,,11,,,24,,2,474,
G1801250,1870,Indiana,180,Pike,1250,Pike,10790,,,,,,,,,10790,,,1380,,,,,,,,,,,,,57,,294,,62,,,,,,102,,,,,,,,,,,,,,,,,,,0,,5,,,,58,13,263,0,0,,24,,,0,,,3,,0,2,
G1801270,1870,Indiana,180,Porter,1270,Porter,6718,,,,,,,,,6718,,,66,,,,,,,,,,,,,1138,,1377,,600,,,,,,137,,,,,,,,,,,,,,,,,,,1,,439,,,,143,20,983,0,2,,527,,,74,,,46,,561,11,
G1801290,1870,Indiana,180,Posey,1290,Posey,12883,,,,,,,,,12883,,,1292,,,,,,,,,,,,,103,,372,,187,,,,,,151,,,,,,,,,,,,,,,,,,,0,,3,,,,203,152,1773,0,21,,59,,,2,,,11,,1,19,
G1801310,1870,Indiana,180,Pulaski,1310,Pulaski,4332,,,,,,,,,4332,,,72,,,,,,,,,,,,,115,,1460,,456,,,,,,90,,,,,,,,,,,,,,,,,,,1,,16,,,,46,61,600,0,2,,131,,,0,,,10,,0,28,
G1801330,1870,Indiana,180,Putnam,1330,Putnam,14585,,,,,,,,,14585,,,2828,,,,,,,,,,,,,159,,763,,291,,,,,,568,,,,,,,,,,,,,,,,,,,0,,30,,,,63,11,135,0,0,,522,,,2,,,13,,12,1,
G1801350,1870,Indiana,180,Randolph,1350,Randolph,14897,,,,,,,,,14897,,,203,,,,,,,,,,,,,144,,4220,,636,,,,,,565,,,,,,,,,,,,,,,,,,,0,,21,,,,57,21,275,0,1,,172,,,1,,,4,,0,7,
G1801370,1870,Indiana,180,Ripley,1370,Ripley,14000,,,,,,,,,14000,,,826,,,,,,,,,,,,,174,,1442,,282,,,,,,179,,,,,,,,,,,,,,,,,,,0,,19,,,,77,200,2745,0,21,,217,,,2,,,16,,8,80,
G1801390,1870,Indiana,180,Rush,1390,Rush,12350,,,,,,,,,12350,,,1439,,,,,,,,,,,,,119,,1260,,358,,,,,,369,,,,,,,,,,,,,,,,,,,0,,13,,,,65,9,138,0,0,,294,,,2,,,4,,1,1,
G1801410,1870,Indiana,180,St Joseph,1410,St Joseph,11880,,,,,,,,,11880,,,88,,,,,,,,,,,,,1514,,4026,,1757,,,,,,227,,,,,,,,,,,,,,,,,,,83,,293,,,,72,243,2011,89,5,,554,,,9,,,45,,27,79,
G1801430,1870,Indiana,180,Scott,1430,Scott,5994,,,,,,,,,5994,,,725,,,,,,,,,,,,,64,,340,,98,,,,,,120,,,,,,,,,,,,,,,,,,,0,,7,,,,15,2,50,0,0,,132,,,1,,,11,,1,7,
G1801450,1870,Indiana,180,Shelby,1450,Shelby,15484,,,,,,,,,15484,,,1482,,,,,,,,,,,,,188,,1937,,374,,,,,,423,,,,,,,,,,,,,,,,,,,1,,10,,,,63,36,405,0,4,,239,,,0,,,14,,4,32,
G1801470,1870,Indiana,180,Spencer,1470,Spencer,11421,,,,,,,,,11421,,,2452,,,,,,,,,,,,,95,,1131,,225,,,,,,164,,,,,,,,,,,,,,,,,,,1,,7,,,,62,131,1451,0,7,,49,,,0,,,20,,0,103,
G1801490,1870,Indiana,180,Starke,1490,Starke,1977,,,,,,,,,1977,,,50,,,,,,,,,,,,,109,,740,,220,,,,,,48,,,,,,,,,,,,,,,,,,,0,,22,,,,21,5,188,0,5,,54,,,0,,,1,,30,2,
G1801510,1870,Indiana,180,Steuben,1510,Steuben,5367,,,,,,,,,5367,,,8,,,,,,,,,,,,,1425,,3560,,899,,,,,,44,,,,,,,,,,,,,,,,,,,0,,67,,,,114,11,126,0,0,,76,,,0,,,16,,17,16,
G1801530,1870,Indiana,180,Sullivan,1530,Sullivan,13892,,,,,,,,,13892,,,1334,,,,,,,,,,,,,123,,1142,,171,,,,,,306,,,,,,,,,,,,,,,,,,,0,,15,,,,104,6,68,0,0,,55,,,0,,,14,,2,1,
G1801550,1870,Indiana,180,Switzerland,1550,Switzerland,9353,,,,,,,,,9353,,,932,,,,,,,,,,,,,214,,442,,194,,,,,,165,,,,,,,,,,,,,,,,,,,1,,10,,,,41,12,201,0,0,,50,,,0,,,42,,0,55,
G1801570,1870,Indiana,180,Tippecanoe,1570,Tippecanoe,18333,,,,,,,,,18333,,,517,,,,,,,,,,,,,895,,4184,,1262,,,,,,652,,,,,,,,,,,,,,,,,,,3,,208,,,,307,98,2114,0,248,,1926,,,3,,,72,,298,45,
G1801590,1870,Indiana,180,Tipton,1590,Tipton,8936,,,,,,,,,8936,,,565,,,,,,,,,,,,,48,,1044,,228,,,,,,318,,,,,,,,,,,,,,,,,,,0,,2,,,,9,4,108,0,0,,68,,,0,,,5,,20,6,
G1801610,1870,Indiana,180,Union,1610,Union,4209,,,,,,,,,4209,,,124,,,,,,,,,,,,,58,,848,,235,,,,,,202,,,,,,,,,,,,,,,,,,,0,,1,,,,11,0,57,0,19,,193,,,0,,,7,,0,3,
G1801630,1870,Indiana,180,Vanderburgh,1630,Vanderburgh,16848,,,,,,,,,16848,,,3014,,,,,,,,,,,,,450,,1097,,428,,,,,,255,,,,,,,,,,,,,,,,,,,0,,40,,,,729,328,7297,0,73,,541,,,29,,,63,,7,157,
G1801650,1870,Indiana,180,Vermillion,1650,Vermillion,7164,,,,,,,,,7164,,,353,,,,,,,,,,,,,146,,1069,,183,,,,,,348,,,,,,,,,,,,,,,,,,,0,,13,,,,39,6,70,0,0,,99,,,1,,,5,,0,2,
G1801670,1870,Indiana,180,Vigo,1670,Vigo,19313,,,,,,,,,19313,,,1645,,,,,,,,,,,,,638,,2959,,901,,,,,,762,,,,,,,,,,,,,,,,,,,5,,67,,,,325,85,1588,0,28,,1391,,,1,,,55,,18,64,
G1801690,1870,Indiana,180,Wabash,1690,Wabash,13150,,,,,,,,,13150,,,303,,,,,,,,,,,,,292,,4228,,1107,,,,,,506,,,,,,,,,,,,,,,,,,,0,,39,,,,66,16,450,0,0,,277,,,0,,,5,,0,42,
G1801710,1870,Indiana,180,Warren,1710,Warren,6388,,,,,,,,,6388,,,192,,,,,,,,,,,,,182,,1566,,389,,,,,,216,,,,,,,,,,,,,,,,,,,1,,67,,,,36,1,142,0,1,,171,,,0,,,3,,30,6,
G1801730,1870,Indiana,180,Warrick,1730,Warrick,12044,,,,,,,,,12044,,,2206,,,,,,,,,,,,,118,,433,,281,,,,,,143,,,,,,,,,,,,,,,,,,,4,,14,,,,225,30,1011,1,0,,63,,,0,,,16,,4,6,
G1801750,1870,Indiana,180,Washington,1750,Washington,15321,,,,,,,,,15321,,,1015,,,,,,,,,,,,,100,,236,,165,,,,,,301,,,,,,,,,,,,,,,,,,,1,,6,,,,117,12,94,0,0,,105,,,0,,,10,,0,5,
G1801770,1870,Indiana,180,Wayne,1770,Wayne,20324,,,,,,,,,20324,,,383,,,,,,,,,,,,,475,,4204,,1771,,,,,,773,,,,,,,,,,,,,,,,,,,0,,36,,,,254,37,1557,26,4,,956,,,0,,,35,,1,23,
G1801790,1870,Indiana,180,Wells,1790,Wells,7444,,,,,,,,,7444,,,82,,,,,,,,,,,,,105,,3563,,1101,,,,,,295,,,,,,,,,,,,,,,,,,,0,,7,,,,55,16,177,0,3,,105,,,1,,,35,,0,151,
G1801810,1870,Indiana,180,White,1810,White,6254,,,,,,,,,6254,,,217,,,,,,,,,,,,,212,,1870,,652,,,,,,323,,,,,,,,,,,,,,,,,,,0,,35,,,,57,12,273,0,22,,125,,,0,,,26,,6,6,
G1801830,1870,Indiana,180,Whitley,1830,Whitley,7377,,,,,,,,,7377,,,33,,,,,,,,,,,,,380,,4066,,964,,,,,,201,,,,,,,,,,,,,,,,,,,13,,11,,,,52,77,402,0,1,,149,,,0,,,4,,7,124,
G1900010,1870,Iowa,190,Adair,10,Adair,1141,,,,,,,,581,449,1141,,,,,,,,,,,,,,,264,,448,,215,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,,,1,58,4,78,0,0,,48,,,,,,7,,14,6,
G1900030,1870,Iowa,190,Adams,30,Adams,1488,,,,,,,,450,479,1488,,,,,,,,,,,,,,,221,,781,,225,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,,,0,42,51,44,0,2,,54,,,,,,4,,9,21,
G1900050,1870,Iowa,190,Allamakee,50,Allamakee,6774,,,,,,,,480,254,6774,,,,,,,,,,,,,,,1119,,675,,679,,,,,,,,,,,,,,,,,,,,,,,,,,11,424,,,7,173,50,1253,35,4,,1660,,,,,,92,,2180,150,
G1900070,1870,Iowa,190,Appanoose,70,Appanoose,7170,,,,,,,,809,1885,7170,,,,,,,,,,,,,,,270,,2157,,973,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,2,82,11,99,0,1,,94,,,,,,8,,4,8,
G1900090,1870,Iowa,190,Audubon,90,Audubon,396,,,,,,,,121,78,396,,,,,,,,,,,,,,,104,,111,,76,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,0,57,2,7,0,0,,9,,,,,,2,,4,0,
G1900110,1870,Iowa,190,Benton,110,Benton,6996,,,,,,,,1599,1515,6996,,,,,,,,,,,,,,,1770,,2767,,1910,,,,,,,,,,,,,,,,,,,,,,,,,,137,321,,,340,244,29,1409,0,29,,472,,,,,,159,,396,45,
G1900130,1870,Iowa,190,Black Hawk,130,Black Hawk,6153,,,,,,,,1692,573,6153,,,,,,,,,,,,,,,2945,,1482,,2187,,,,,,,,,,,,,,,,,,,,,,,,,,0,671,,,247,511,49,1428,0,17,,603,,,,,,111,,37,43,
G1900150,1870,Iowa,190,Boone,150,Boone,4255,,,,,,,,1202,1070,4255,,,,,,,,,,,,,,,1042,,1370,,838,,,,,,,,,,,,,,,,,,,,,,,,,,7,225,,,16,367,29,474,1,0,,363,,,,,,141,,1230,29,
G1900170,1870,Iowa,190,Bremer,170,Bremer,3399,,,,,,,,1389,312,3399,,,,,,,,,,,,,,,2052,,604,,576,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,,,4,296,25,1506,8,2,,237,,,,,,49,,15,49,
G1900190,1870,Iowa,190,Buchanan,190,Buchanan,5090,,,,,,,,1081,553,5090,,,,,,,,,,,,,,,2665,,1447,,1059,,,,,,,,,,,,,,,,,,,,,,,,,,1,474,,,1,337,37,632,0,4,,958,,,,,,120,,14,12,
G1900210,1870,Iowa,190,Buena Vista,210,Buena Vista,357,,,,,,,,90,55,357,,,,,,,,,,,,,,,203,,131,,88,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,,,2,59,0,24,0,0,,43,,,,,,5,,194,0,
G1900230,1870,Iowa,190,Butler,230,Butler,2693,,,,,,,,937,353,2693,,,,,,,,,,,,,,,1505,,801,,644,,,,,,,,,,,,,,,,,,,,,,,,,,6,347,,,20,222,16,376,0,21,,308,,,,,,57,,15,10,
G1900250,1870,Iowa,190,Calhoun,250,Calhoun,389,,,,,,,,137,70,389,,,,,,,,,,,,,,,184,,145,,109,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,6,47,0,75,0,6,,22,,,,,,9,,51,3,
G1900270,1870,Iowa,190,Carroll,270,Carroll,756,,,,,,,,164,124,756,,,,,,,,,,,,,,,147,,347,,196,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,,,1,26,3,30,0,5,,28,,,,,,9,,189,0,
G1900290,1870,Iowa,190,Cass,290,Cass,1480,,,,,,,,565,360,1480,,,,,,,,,,,,,,,432,,727,,319,,,,,,,,,,,,,,,,,,,,,,,,,,2,102,,,77,146,3,160,0,2,,107,,,,,,18,,142,3,
G1900310,1870,Iowa,190,Cedar,310,Cedar,7420,,,,,,,,708,519,7420,,,,,,,,,,,,,,,1317,,3167,,2399,,,,,,,,,,,,,,,,,,,,,,,,,,8,253,,,7,113,9,985,99,6,,662,,,,,,151,,14,19,
G1900330,1870,Iowa,190,Cerro Gordo,330,Cerro Gordo,866,,,,,,,,329,88,866,,,,,,,,,,,,,,,812,,304,,168,,,,,,,,,,,,,,,,,,,,,,,,,,26,210,,,16,133,17,153,0,3,,142,,,,,,53,,197,1,
G1900350,1870,Iowa,190,Cherokee,350,Cherokee,459,,,,,,,,120,72,459,,,,,,,,,,,,,,,187,,139,,200,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,,,4,43,3,25,0,1,,92,,,,,,34,,99,1,
G1900370,1870,Iowa,190,Chickasaw,370,Chickasaw,2972,,,,,,,,677,238,2972,,,,,,,,,,,,,,,1494,,428,,346,,,,,,,,,,,,,,,,,,,,,,,,,,7,287,,,19,183,30,521,0,0,,646,,,,,,41,,333,12,
G1900390,1870,Iowa,190,Clarke,390,Clarke,3238,,,,,,,,705,1063,3238,,,,,,,,,,,,,,,235,,1546,,533,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,,,5,51,12,84,0,0,,66,,,,,,8,,9,4,
G1900410,1870,Iowa,190,Clay,410,Clay,335,,,,,,,,84,96,335,,,,,,,,,,,,,,,228,,98,,73,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,19,60,2,51,0,0,,11,,,,,,3,,32,2,
G1900430,1870,Iowa,190,Clayton,430,Clayton,10790,,,,,,,,677,328,10790,,,,,,,,,,,,,,,2119,,1253,,1237,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,,,39,413,103,4152,0,19,,1349,,,,,,143,,1327,354,
G1900450,1870,Iowa,190,Clinton,450,Clinton,11711,,,,,,,,1599,570,11711,,,,,,,,,,,,,,,3546,,1883,,1916,,,,,,,,,,,,,,,,,,,,,,,,,,11,1282,,,195,457,49,4298,679,10,,2695,,,,,,240,,564,78,
G1900470,1870,Iowa,190,Crawford,470,Crawford,753,,,,,,,,239,72,753,,,,,,,,,,,,,,,233,,166,,152,,,,,,,,,,,,,,,,,,,,,,,,,,1,73,,,5,82,2,65,0,4,,81,,,,,,28,,187,23,
G1900490,1870,Iowa,190,Dallas,490,Dallas,3905,,,,,,,,848,1932,3905,,,,,,,,,,,,,,,618,,1558,,720,,,,,,,,,,,,,,,,,,,,,,,,,,25,140,,,4,91,14,138,0,2,,234,,,,,,35,,177,9,
G1900510,1870,Iowa,190,Davis,510,Davis,7290,,,,,,,,684,1833,7290,,,,,,,,,,,,,,,203,,2111,,533,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,0,53,47,188,14,1,,55,,,,,,16,,11,62,
G1900530,1870,Iowa,190,Decatur,530,Decatur,4806,,,,,,,,823,1231,4806,,,,,,,,,,,,,,,312,,1927,,499,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,,,1,90,4,72,0,0,,70,,,,,,26,,5,0,
G1900550,1870,Iowa,190,Delaware,550,Delaware,6252,,,,,,,,833,369,6252,,,,,,,,,,,,,,,2547,,1098,,1053,,,,,,,,,,,,,,,,,,,,,,,,,,76,414,,,3,426,19,976,211,9,,778,,,,,,121,,23,33,
G1900570,1870,Iowa,190,Des Moines,570,Des Moines,11722,,,,,,,,854,704,11722,,,,,,,,,,,,,,,893,,2075,,1568,,,,,,,,,,,,,,,,,,,,,,,,,,1,136,,,65,488,119,3572,0,14,,977,,,,,,84,,1039,144,
G1900590,1870,Iowa,190,Dickinson,590,Dickinson,302,,,,,,,,105,12,302,,,,,,,,,,,,,,,237,,58,,62,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,,,1,26,0,23,0,0,,21,,,,,,13,,60,0,
G1900610,1870,Iowa,190,Dubuque,610,Dubuque,17374,,,,,,,,931,186,17374,,,,,,,,,,,,,,,1749,,912,,1071,,,,,,,,,,,,,,,,,,,,,,,,,,109,498,,,2,1267,430,4553,0,111,,4237,,,,,,209,,61,640,
G1900630,1870,Iowa,190,Emmet,630,Emmet,311,,,,,,,,41,12,311,,,,,,,,,,,,,,,207,,21,,55,,,,,,,,,,,,,,,,,,,,,,,,,,12,44,,,0,19,0,15,0,0,,16,,,,,,10,,285,0,
G1900650,1870,Iowa,190,Fayette,650,Fayette,5952,,,,,,,,999,434,5952,,,,,,,,,,,,,,,2331,,1183,,1023,,,,,,,,,,,,,,,,,,,,,,,,,,17,374,,,5,353,45,622,8,10,,563,,,,,,139,,512,196,
G1900670,1870,Iowa,190,Floyd,670,Floyd,2666,,,,,,,,816,249,2666,,,,,,,,,,,,,,,1809,,567,,399,,,,,,,,,,,,,,,,,,,,,,,,,,11,464,,,6,228,19,619,0,3,,266,,,,,,67,,80,17,
G1900690,1870,Iowa,190,Franklin,690,Franklin,1082,,,,,,,,386,207,1082,,,,,,,,,,,,,,,523,,436,,313,,,,,,,,,,,,,,,,,,,,,,,,,,17,157,,,2,113,4,220,0,16,,183,,,,,,18,,172,15,
G1900710,1870,Iowa,190,Fremont,710,Fremont,3716,,,,,,,,1031,1059,3716,,,,,,,,,,,,,,,485,,1143,,458,,,,,,,,,,,,,,,,,,,,,,,,,,2,109,,,5,95,4,137,0,0,,135,,,,,,28,,14,30,
G1900730,1870,Iowa,190,Greene,730,Greene,1375,,,,,,,,455,447,1375,,,,,,,,,,,,,,,408,,614,,273,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,,,3,72,4,48,0,0,,129,,,,,,16,,21,2,
G1900750,1870,Iowa,190,Grundy,750,Grundy,1327,,,,,,,,881,117,1327,,,,,,,,,,,,,,,605,,367,,377,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,,,82,89,5,1190,0,56,,95,,,,,,20,,7,14,
G1900770,1870,Iowa,190,Guthrie,770,Guthrie,2138,,,,,,,,534,1062,2138,,,,,,,,,,,,,,,356,,1320,,399,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,,,64,76,8,77,0,6,,113,,,,,,23,,26,3,
G1900790,1870,Iowa,190,Hamilton,790,Hamilton,1700,,,,,,,,627,213,1700,,,,,,,,,,,,,,,687,,473,,408,,,,,,,,,,,,,,,,,,,,,,,,,,2,155,,,28,78,10,140,0,2,,68,,,,,,19,,596,14,
G1900810,1870,Iowa,190,Hancock,810,Hancock,264,,,,,,,,67,12,264,,,,,,,,,,,,,,,211,,87,,46,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,,17,7,2,35,0,0,,8,,,,,,9,,30,1,
G1900830,1870,Iowa,190,Hardin,830,Hardin,4030,,,,,,,,1316,791,4030,,,,,,,,,,,,,,,1406,,1350,,850,,,,,,,,,,,,,,,,,,,,,,,,,,7,247,,,11,226,20,796,0,46,,254,,,,,,51,,83,31,
G1900850,1870,Iowa,190,Harrison,850,Harrison,3187,,,,,,,,562,634,3187,,,,,,,,,,,,,,,656,,943,,373,,,,,,,,,,,,,,,,,,,,,,,,,,5,211,,,17,206,10,144,0,6,,237,,,,,,31,,39,11,
